Name,Web,Regional_ranking,World_ranking,Impact_score,Openness_score,Excellence_core,Year
Melbourne College of Advanced Education,www.cae.edu.au,96,10384,9279,9809,5230,2012
Northland Polytechnic,www.northland.ac.nz,97,10600,8726,9809,5230,2012
Raffles College of Design and Commerce,www.raffles.edu.au,98,10689,7817,9809,5230,2012
Tai Poutini Polytechnic,tpp.ac.nz,99,10907,8877,9809,5230,2012
National Institute of Dramatic Art,www.nida.edu.au,100,10921,8906,9809,5230,2012
Australian National University,www.anu.edu.au,1,74,69,218,134,2013
Monash University,www.monash.edu.au,2,83,101,478,82,2013
University of Melbourne,www.unimelb.edu.au,3,100,203,477,37,2013
University of New South Wales,www.unsw.edu.au,4,117,180,264,75,2013
(1) University of Sydney,www.usyd.edu.au,5,123,257,139,40,2013
University of Queensland,www.uq.edu.au,6,126,233,210,50,2013
University of Auckland,www.auckland.ac.nz,7,174,200,379,193,2013
University of Western Australia,www.uwa.edu.au,8,235,335,1056,145,2013
University of Adelaide,www.adelaide.edu.au,9,254,367,361,193,2013
Massey University,www.massey.ac.nz,10,267,167,794,525,2013
James Cook University,www.jcu.edu.au,11,329,279,1493,466,2013
University of Tasmania,www.utas.edu.au,12,334,316,600,458,2013
RMIT University,www.rmit.edu.au,13,371,330,1257,590,2013
Curtin University of Technology,www.curtin.edu.au,14,440,612,1296,376,2013
Queensland University of Technology,www.qut.edu.au,15,452,708,613,340,2013
Macquarie University,www.mq.edu.au,16,458,632,1202,391,2013
University of Otago,www.otago.ac.nz,17,465,805,1045,273,2013
Deakin University,www.deakin.edu.au,18,494,685,1459,442,2013
La Trobe University,www.latrobe.edu.au,19,505,586,1771,552,2013
University of Wollongong,www.uow.edu.au,20,517,840,857,394,2013
University of Technology Sydney,www.uts.edu.au,21,526,702,1063,545,2013
University of Newcastle,www.newcastle.edu.au,22,557,958,840,369,2013
University of Canterbury,www.canterbury.ac.nz,23,594,901,832,522,2013
University of South Australia,www.unisa.edu.au,24,634,1071,1044,490,2013
Flinders University,www.flinders.edu.au,25,637,964,1384,551,2013
Griffith University,www.griffith.edu.au,26,642,1174,466,415,2013
University of Western Sydney,www.uws.edu.au,27,742,1061,1989,635,2013
University of New England Australia,www.une.edu.au,28,761,863,1337,956,2013
Murdoch University,www.murdoch.edu.au,29,772,1105,1637,735,2013
Charles Sturt University,www.csu.edu.au,30,811,1002,1600,923,2013
University of Waikato,www.waikato.ac.nz,31,818,1080,1248,894,2013
Swinburne University of Technology,www.swinburne.edu.au,32,954,1705,1994,629,2013
Victoria University of Wellington,www.victoria.ac.nz,33,958,1720,973,685,2013
Auckland University of Technology,www.aut.ac.nz,34,1069,1552,2003,1055,2013
University of Southern Queensland,www.usq.edu.au,35,1094,1396,1608,1377,2013
Victoria University,www.vu.edu.au,36,1115,1801,1168,977,2013
Edith Cowan University,www.ecu.edu.au,37,1120,1743,2251,1014,2013
University of Ballarat,www.ballarat.edu.au,38,1140,1027,2091,1782,2013
University of Canberra,www.canberra.edu.au,39,1207,1465,1974,1505,2013
Central Queensland University CQUniversity,www.cqu.edu.au,40,1275,1692,2893,1392,2013
Southern Cross University,www.scu.edu.au,41,1431,1941,9996,1323,2013
Bond University,www.bond.edu.au,42,1494,1915,4336,1598,2013
Charles Darwin University,www.cdu.edu.au,43,1507,2815,2378,948,2013
Lincoln University Canterbury,www.lincoln.ac.nz,44,1511,2388,2600,1282,2013
Australian Catholic University,www.acu.edu.au,45,1908,1853,1856,2702,2013
University of the South Pacific,www.usp.ac.fj,46,2053,2849,1352,2156,2013
University of the Sunshine Coast,www.usc.edu.au,47,2646,3648,5167,2423,2013
Australian Defence Force Academy at UNSW,www.unsw.adfa.edu.au,48,2720,5704,5028,1461,2013
Unitec New Zealand,www.unitec.ac.nz,49,2789,2100,3289,4086,2013
Nature Care College,www.naturecare.com.au,50,3362,1927,5880,5080,2013
University of Guam / Unibetsedat Guahan,www.uog.edu,51,3426,4440,4007,3103,2013
William Angliss Institute,www.angliss.edu.au,52,3522,2152,10735,5080,2013
University of Notre Dame Australia,www.nd.edu.au,53,3561,3798,5175,3676,2013
Waikato Institute of Technology,www.wintec.ac.nz,54,3971,5252,5218,3377,2013
(1) Otago Polytechnic,www.otagopolytechnic.ac.nz,55,4760,5971,6075,3510,2013
Australian College of Physical Education,www.acpe.edu.au,56,5106,3926,9897,5080,2013
Open Colleges,www.opencolleges.edu.au,57,5234,3975,15664,5080,2013
Université de la Polynesie Française Tahiti,www.upf.pf,58,5313,7193,4846,3377,2013
Australian Maritime College,www.amc.edu.au,59,5503,6056,3978,4086,2013
Université de la Nouvelle Calédonie,www.univ-nc.nc,60,5570,7435,5645,3510,2013
Manukau Institute of Technology,www.manukau.ac.nz,61,5865,4917,8150,5080,2013
Australian Film Television and Radio School,www.aftrs.edu.au,62,5882,4957,9377,5080,2013
Melbourne Business School,www.mbs.edu,63,5925,4975,8465,5080,2013
Christchurch Polytechnic Institute of Technology,www.cpit.ac.nz,64,5982,5183,6913,5080,2013
Christian Heritage College   ,www.chc.edu.au,65,6020,5016,9353,5080,2013
University of Papua New Guinea,www.upng.ac.pg,66,6172,9303,17769,2620,2013
College of Micronesia FSM,www.comfsm.fm,67,6782,6497,2534,5080,2013
Adelaide Institute of TAFE,www.tafesa.edu.au,68,6858,6069,9004,5080,2013
Bay of Plenty Polytechnic Tauranga,www.boppoly.ac.nz,69,6872,5988,9108,5080,2013
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,70,7013,6359,6245,5080,2013
Whitireia Polytechnic,www.whitireia.ac.nz,71,7099,6227,10100,5080,2013
Southern Institute of Technology,www.sit.ac.nz,72,7201,6296,11406,5080,2013
Moore Theological College,moore.edu.au,73,7295,6726,8505,5080,2013
Universal College of Learning,www.ucol.ac.nz,74,7375,6804,5942,5080,2013
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,75,7553,6978,6256,5080,2013
Wellington Institute of Technology,www.weltec.ac.nz,76,7641,7089,5755,5080,2013
JMC Academy,www.jmcacademy.edu.au,77,7887,6983,11668,5080,2013
Australian International College of Art,www.aica.edu.au,78,8055,6845,20101,5080,2013
Batchelor Institute of Indigenous Tertiary Education,www.batchelor.edu.au,79,8075,7537,8086,5080,2013
Southbank Institute of Technology ,www.southbank.edu.au,80,8107,7520,7630,5080,2013
(1) Sydney Institute Colleges TAFE NSW,www.sit.nsw.edu.au,81,8147,7019,19506,5080,2013
Waiariki Institute of Technology,www.waiariki.ac.nz,82,8176,7569,10557,5080,2013
Melbourne College of Advanced Education,www.cae.edu.au,83,8352,7853,6376,5080,2013
American Samoa Community College,www.amsamoa.edu,84,8374,10744,9653,3510,2013
Avondale College,www.avondale.edu.au,85,8493,7998,7418,5080,2013
Fiji National University,www.fnu.ac.fj,86,8559,10322,8045,3863,2013
Perth Central Metropolitan College TAFE,www.central.wa.edu.au,87,8627,7973,9432,5080,2013
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,88,8633,8198,8636,5080,2013
Kangan Batman Institute,www.kangan.edu.au,89,8735,8153,9141,5080,2013
International College of Management Sydney,www.icms.edu.au,90,8797,8501,5998,5080,2013
Auckland Institute of Studies St Helens,www.ais.ac.nz,91,8996,8140,17031,5080,2013
Holmes Institute,www.holmes.edu.au,92,9008,8252,14131,5080,2013
National Institute of Dramatic Art,www.nida.edu.au,93,9058,8033,20101,5080,2013
Papua New Guinea University of Technology,www.unitech.ac.pg,94,9123,9616,12659,4440,2013
Media Design School Auckland,www.mediadesignschool.com,95,9132,8381,16596,5080,2013
Raffles College of Design and Commerce,www.raffles.edu.au,96,9255,8726,11141,5080,2013
Aoraki Polytechnic,www.aoraki.ac.nz,97,9501,8942,10792,5080,2013
Menzies School of Health Research,www.menzies.edu.au,98,9779,9375,8862,5080,2013
James Cook University Brisbane,www.jcub.edu.au,99,9795,9175,13634,5080,2013
(3) Fiji National University Fiji School of Medicine,www.fsm.ac.fj,100,9865,9341,12842,5080,2013
University of Melbourne,www.unimelb.edu.au,1,82,150,252,35,2014
University of New South Wales,www.unsw.edu.au,2,96,120,291,75,2014
University of Queensland,www.uq.edu.au,3,98,161,63,48,2014
Australian National University,www.anu.edu.au,4,101,97,260,140,2014
(1) Monash University,www.monash.edu.au,5,114,76,866,71,2014
University of Auckland,www.auckland.ac.nz,6,186,261,262,201,2014
Deakin University,www.deakin.edu.au,7,204,125,230,423,2014
University of Adelaide,www.adelaide.edu.au,8,216,291,293,202,2014
University of Western Australia,www.uwa.edu.au,9,297,392,1093,137,2014
Massey University,www.massey.ac.nz,10,328,191,427,539,2014
University of Sydney,sydney.edu.au,11,331,675,1312,37,2014
University of Tasmania,www.utas.edu.au,12,333,358,164,469,2014
Queensland University of Technology,www.qut.edu.au,13,335,632,77,343,2014
University of Wollongong,www.uow.edu.au,14,342,755,147,404,2014
University of Technology Sydney,www.uts.edu.au,15,366,648,289,505,2014
RMIT University,www.rmit.edu.au,16,424,354,524,589,2014
Curtin University of Technology,www.curtin.edu.au,17,435,669,320,364,2014
University of Otago,www.otago.ac.nz,18,468,742,979,282,2014
La Trobe University,www.latrobe.edu.au,19,475,622,278,548,2014
University of Newcastle,www.newcastle.edu.au,20,506,961,453,362,2014
Macquarie University,www.mq.edu.au,21,513,543,1596,396,2014
University of Canterbury,www.canterbury.ac.nz,22,523,790,393,535,2014
James Cook University,www.jcu.edu.au,23,546,1043,394,455,2014
Griffith University,www.griffith.edu.au,24,570,1007,997,392,2014
University of Waikato,www.waikato.ac.nz,25,592,890,579,935,2014
University of South Australia,www.unisa.edu.au,26,596,955,1573,484,2014
Flinders University,www.flinders.edu.au,27,629,1060,1007,544,2014
Murdoch University,www.murdoch.edu.au,28,680,1019,522,776,2014
University of Southern Queensland,www.usq.edu.au,29,721,962,439,1380,2014
University of New England Australia,www.une.edu.au,30,729,700,2258,983,2014
Edith Cowan University,www.ecu.edu.au,31,771,1535,577,1085,2014
Victoria University of Wellington,www.victoria.ac.nz,32,842,1505,1386,690,2014
University of Western Sydney,www.uws.edu.au,33,853,1003,2591,600,2014
Charles Sturt University,www.csu.edu.au,34,876,593,2636,949,2014
Victoria University,www.vu.edu.au,35,893,1569,994,917,2014
Swinburne University of Technology,www.swinburne.edu.au,36,937,1550,1640,611,2014
Southern Cross University,www.scu.edu.au,37,1082,1758,1185,1333,2014
Auckland University of Technology,www.aut.ac.nz,38,1129,1581,1520,1015,2014
Central Queensland University CQUniversity,www.cqu.edu.au,39,1131,1708,745,1486,2014
University of Canberra,www.canberra.edu.au,40,1243,1311,2164,1525,2014
Lincoln University Canterbury,www.lincoln.ac.nz,41,1298,2460,633,1271,2014
Bond University,www.bond.edu.au,42,1345,1923,873,1553,2014
Australian Catholic University,www.acu.edu.au,43,1366,1894,1480,1725,2014
Charles Darwin University,www.cdu.edu.au,44,1457,2772,2216,953,2014
University of the South Pacific,www.usp.ac.fj,45,2104,3387,2244,2616,2014
Unitec New Zealand,www.unitec.ac.nz,46,2240,2588,3742,2900,2014
University of Notre Dame Australia,www.nd.edu.au,47,2930,3627,1128,4175,2014
University of the Sunshine Coast,www.usc.edu.au,48,3087,3390,6737,2638,2014
Waikato Institute of Technology,www.wintec.ac.nz,49,3091,5082,1436,3711,2014
University of Guam / Unibetsedat Guahan,www.uog.edu,50,3204,4275,4753,3144,2014
Université de la Polynesie Française Tahiti,www.upf.pf,51,5018,7542,4979,3611,2014
Le Cordon Bleu Australia,www.lecordonbleu.com.au,52,5290,2557,10505,5442,2014
Australian Defence Force Academy at UNSW,www.unsw.adfa.edu.au,53,5459,6682,2660,5442,2014
Université de la Nouvelle Calédonie,www.univ-nc.nc,54,5491,7657,6241,4831,2014
Guam Community College,www.guamcc.edu,55,5494,2926,12373,5442,2014
Careers Australia College of Healthcare,www.careersaustralia.edu.au,56,5523,3273,12373,5442,2014
Christchurch Polytechnic Institute of Technology,www.cpit.ac.nz,57,5547,5139,7718,5442,2014
Universal College of Learning,www.ucol.ac.nz,58,5791,7008,5500,4442,2014
Open Polytechnic of New Zealand,www.openpolytechnic.ac.nz,59,5885,7937,3101,5442,2014
Avondale College,www.avondale.edu.au,60,6146,8100,2149,5442,2014
Manukau Institute of Technology,www.manukau.ac.nz,61,6200,5627,5425,5442,2014
Open Colleges,www.opencolleges.edu.au,62,6253,3201,10089,5442,2014
Nelson Marlborough Institute of Technology,www.nmit.ac.nz,63,6494,6637,5688,5442,2014
Australian Maritime College,www.amc.edu.au,64,6585,5505,7658,4831,2014
Australian Film Television and Radio School,www.aftrs.edu.au,65,6661,5040,11589,5442,2014
Eastern Institute of Technology Hawke’s Bay and Tairāwhiti,www.eit.ac.nz,66,6967,6571,7622,5442,2014
Adelaide Institute of TAFE,www.tafesa.edu.au,67,7230,5971,10505,5442,2014
Otago Polytechnic,www.op.ac.nz,68,7356,9829,7250,4175,2014
Nature Care College,www.naturecare.com.au,69,7367,3736,12373,5442,2014
Box Hill Institute TAFE,www.bhtafe.edu.au,70,7388,5884,11342,5442,2014
Federation University,federation.edu.au,71,7423,7900,6717,5442,2014
Southern Institute of Technology,www.sit.ac.nz,72,7515,6582,5960,5442,2014
College of Micronesia FSM,www.comfsm.fm,73,7557,7462,9882,5442,2014
Batchelor Institute of Indigenous Tertiary Education,www.batchelor.edu.au,74,7720,8995,4798,5442,2014
William Angliss Institute,www.angliss.edu.au,75,8023,5852,12373,5442,2014
Moore Theological College,www.moore.edu.au,76,8059,7769,9175,5442,2014
Melbourne Business School,www.mbs.edu,77,8328,5196,10422,5442,2014
Australian College of Physical Education,www.acpe.edu.au,78,8412,5102,11210,5442,2014
Menzies School of Health Research,www.menzies.edu.au,79,8510,7590,6896,5442,2014
Bay of Plenty Polytechnic Tauranga,www.boppoly.ac.nz,80,8528,7571,8128,5442,2014
University of Papua New Guinea,www.upng.ac.pg,81,8665,9959,12373,2993,2014
National University of Samoa,www.nus.edu.ws,82,8673,6501,12373,5442,2014
Whitireia Polytechnic,www.whitireia.ac.nz,83,8834,5920,12373,5442,2014
Australian Institute of Business,www.aib.edu.au,84,8857,9286,5413,5442,2014
Wellington Institute of Technology,www.weltec.ac.nz,85,9021,6310,12373,5442,2014
Southbank Institute of Technology ,www.southbank.edu.au,86,9028,7672,7955,5442,2014
Western Institute of Technology at Taranaki,www.witt.ac.nz,87,9346,9274,5985,5442,2014
American Samoa Community College,www.amsamoa.edu,88,9404,11546,10505,3842,2014
Kangan Batman Institute,www.kangan.edu.au,89,9463,7190,12373,5442,2014
Waiariki Institute of Technology,www.waiariki.ac.nz,90,9536,7201,12373,5442,2014
Oceania University of Medicine,www.oceaniamed.org,91,9703,10735,6533,5442,2014
International College of Management Sydney,www.icms.edu.au,92,10038,8174,12373,5442,2014
National Institute of Dramatic Art,www.nida.edu.au,93,10139,7675,12373,5442,2014
Melbourne College of Advanced Education,www.cae.edu.au,94,10320,8426,12373,5442,2014
JMC Academy,www.jmcacademy.edu.au,95,10378,7005,12373,5442,2014
Taylors College,www.taylorscollege.edu.au,96,10388,7403,12373,5442,2014
Media Design School Auckland,www.mediadesignschool.com,97,10431,8061,12373,5442,2014
Christian Heritage College   ,www.chc.edu.au,98,10581,7468,12373,5442,2014
Fiji National University,www.fnu.ac.fj,99,10613,12693,9291,4831,2014
Papua New Guinea University of Technology,www.unitech.ac.pg,100,10799,9708,5649,5442,2014
University of Queensland,www.uq.edu.au,1,58,137,187,44,2015
University of Melbourne,www.unimelb.edu.au,2,71,140,369,34,2015
University of New South Wales,www.unsw.edu.au,3,77,145,296,61,2015
Australian National University,www.anu.edu.au,4,93,99,249,130,2015
University of Auckland,www.auckland.ac.nz,5,197,267,397,190,2015
University of Sydney,sydney.edu.au,6,208,652,522,37,2015
University of Western Australia,www.uwa.edu.au,7,222,418,748,127,2015
University of Adelaide,www.adelaide.edu.au,8,225,299,400,202,2015
Massey University,www.massey.ac.nz,9,351,193,680,596,2015
Monash University,www.monash.edu,10,360,1293,1073,67,2015
Queensland University of Technology,www.qut.edu.au,11,363,682,524,328,2015
University of Technology Sydney,www.uts.edu.au,12,387,685,954,426,2015
University of Otago,www.otago.ac.nz,13,397,844,842,302,2015
Curtin University of Technology,www.curtin.edu.au,14,402,749,821,330,2015
Macquarie University,www.mq.edu.au,15,412,591,776,375,2015
University of Wollongong,www.uow.edu.au,16,414,617,1053,378,2015
Deakin University,www.deakin.edu.au,17,421,750,492,386,2015
Griffith University,www.griffith.edu.au,18,445,847,607,358,2015
RMIT University,www.rmit.edu.au,19,446,538,917,527,2015
University of Canterbury,www.canterbury.ac.nz,20,455,705,655,546,2015
University of Tasmania,www.utas.edu.au,21,472,776,734,463,2015
University of Newcastle,www.newcastle.edu.au,22,504,1009,1587,354,2015
La Trobe University,www.latrobe.edu.au,23,554,768,1622,539,2015
James Cook University,www.jcu.edu.au,24,560,1116,647,451,2015
Flinders University,www.flinders.edu.au,25,561,1177,746,529,2015
University of South Australia,www.unisa.edu.au,26,573,1041,1430,431,2015
University of Western Sydney,www.uws.edu.au,27,629,1127,1611,508,2015
Victoria University of Wellington,www.victoria.ac.nz,28,654,1322,675,637,2015
University of Waikato,www.waikato.ac.nz,29,661,950,1093,908,2015
Murdoch University,www.murdoch.edu.au,30,671,1154,1306,763,2015
Swinburne University of Technology,www.swinburne.edu.au,31,738,1556,1886,561,2015
University of New England Australia,www.une.edu.au,32,757,901,2235,908,2015
Charles Sturt University,www.csu.edu.au,33,827,1051,1741,956,2015
Victoria University,www.vu.edu.au,34,854,1647,1441,822,2015
Edith Cowan University,www.ecu.edu.au,35,873,1591,2407,1023,2015
University of Southern Queensland,www.usq.edu.au,36,917,1170,830,1298,2015
Auckland University of Technology,www.aut.ac.nz,37,1038,1460,2602,1041,2015
University of Canberra,www.canberra.edu.au,38,1098,1520,2160,1292,2015
Southern Cross University,www.scu.edu.au,39,1111,1910,6554,1244,2015
Australian Catholic University,www.acu.edu.au,40,1248,1745,1665,1519,2015
Charles Darwin University,www.cdu.edu.au,41,1274,2912,1939,961,2015
Central Queensland University CQUniversity,www.cqu.edu.au,42,1295,1904,4047,1376,2015
Lincoln University Canterbury,www.lincoln.ac.nz,43,1338,2635,1886,1275,2015
Bond University,www.bond.edu.au,44,1498,1900,5082,1524,2015
University of the South Pacific,www.usp.ac.fj,45,2117,3315,1540,2789,2015
Federation University Australia,federation.edu.au,46,2144,5505,3373,1623,2015
Unitec New Zealand,www.unitec.ac.nz,47,2290,2908,3264,2983,2015
University of the Sunshine Coast,www.usc.edu.au,48,2401,3453,4100,2664,2015
University of Guam / Unibetsedat Guahan,www.uog.edu,49,2804,4996,4258,2881,2015
University of Ballarat,www.ballarat.edu.au,50,3655,1447,5065,5490,2015
University of Notre Dame Australia,www.nd.edu.au,51,3747,3898,4421,4318,2015
Waikato Institute of Technology,www.wintec.ac.nz,52,3895,5104,4770,4120,2015
Otago Polytechnic,www.op.ac.nz,53,4046,5099,8999,4120,2015
Université de la Polynesie Française Tahiti,www.upf.pf,54,4883,7868,3979,3839,2015
Le Cordon Bleu Australia,www.lecordonbleu.com.au,55,4938,2647,10721,5490,2015
Australian Maritime College,www.amc.edu.au,56,5045,5929,768,4898,2015
The Tax Institute,www.taxinstitute.com.au,57,5273,4468,4897,5490,2015
Christchurch Polytechnic Institute of Technology,www.cpit.ac.nz,58,5334,4801,6048,5490,2015
Universal College of Learning,www.ucol.ac.nz,59,5438,6996,6648,4318,2015
Open Colleges,www.opencolleges.edu.au,60,6052,3423,12705,5490,2015
College of Micronesia FSM,www.comfsm.fm,61,6170,7856,3089,5490,2015
Australian College of Physical Education,www.acpe.edu.au,62,6184,3234,10395,5490,2015
Australian Film Television and Radio School,www.aftrs.edu.au,63,6416,5552,12593,5490,2015
Adelaide Institute of TAFE,www.tafesa.edu.au,64,6479,6029,6689,5490,2015
Australian Defence Force Academy at UNSW,www.unsw.adfa.edu.au,65,6562,6139,4495,5490,2015
Melbourne Institute of Technology,www.mit.edu.au,66,6582,4032,14590,5490,2015
Université de la Nouvelle Calédonie,www.univ-nc.nc,67,6877,7971,4801,5490,2015
Holmesglen Institute,www.holmesglen.edu.au,68,6902,6012,5427,5490,2015
Manukau Institute of Technology,www.manukau.ac.nz,69,6969,5838,6713,5490,2015
Canberra Institute of Technology,cit.edu.au,70,7009,8250,2125,5490,2015
Box Hill Institute TAFE,www.bhtafe.edu.au,71,7253,6385,9469,5490,2015
Fiji National University,www.fnu.ac.fj,72,7301,12173,6911,4120,2015
Whitireia Polytechnic,www.whitireia.ac.nz,73,7309,5785,8622,5490,2015
